id,area,capability,ui_surface,legacy_guide,coverage,gaps,priority,since_v040,media,evidence,destination,reviewer,workstream
verify.print,verify-export,"Print design: paper, print area, scale, offsets, content toggles, title block",Print design dialog,sketch-export#print-design,incomplete,"The content toggles (grid, backdrop, labels, tabs, clamps, toolpath overlays, title block, colour) are not listed.",reference,no,screenshot exists (sketch-print-dialog.png),src/engine/designPrint/designPrint.test.ts; i18n:dialogs.printDesign.*,/guide/verify-export/model-export-and-print/#print,import,W5
ref.shortcuts,reference,Keyboard shortcuts (web and desktop menus),Global,interface#canvas-workflow-panels;sketch-edit#clipboard;sketch-snapping#axis-lock,accurate,,release-critical,no,none,app:b6d185643e41d11dd76244b1d3e7b50213cbbdbc; src/App.tsx (handleKeyDown); src-tauri/src/lib.rs; src/components/canvas/useCanvasKeyboard.ts,/guide/reference/keyboard-shortcuts/,shell/UI,W1
ref.file-formats,reference,Import and export formats table,Import/export dialogs,sketch-import#import-overview;sketch-export#overview,incomplete,"There is no consolidated table (SVG, DXF, STL, OBJ, STEP/STP, .camj in; .camj/.camj.json, STL, SVG, G-code per machine extension, PDF, machine/theme/language JSON out; PNG/JPEG backdrops).",release-critical,changed,none,src/import/types.ts; src/engine/gcode/definitions/; src/engine/modelExport/,/guide/reference/file-formats/,import,W5
ref.machine-definitions,reference,"Machine definition field reference, built-in IDs and extensions, canned-cycle support",Machine editor raw JSON,cam-export#custom-machines,incomplete,"Accurate fields. Add the built-in table (Generic .nc, GRBL 1.1 .nc, grblHAL .nc, LinuxCNC .ngc, Mach3 .tap, UCCNC .txt) and which have canned cycles.",reference,no,none,src/engine/gcode/types.ts; src/engine/gcode/definitions/*.json; src/engine/gcode/postprocessor.test.ts,/guide/reference/machine-definitions/,post/G-code,W5
ref.post-converter,reference,Post-Processor Converter command-line tool,Developer CLI (app repository),post-processor-converter#what-it-is;post-processor-converter#running;post-processor-converter#formats;post-processor-converter#report;post-processor-converter#after,accurate,Developer tool; re-check the flags against the CLI.,reference,no,none,src/postProcessorConverter/INDEX.md; src/postProcessorConverter/cli.test.ts; planning/Post_Processor_Converter_Design.md,/guide/reference/post-processor-converter/,post/G-code,W5
ref.themes,reference,"Appearance modes, theme manager, custom theme editor, readability checks, where themes apply",Appearance menu,appearance#appearance-modes;appearance#theme-manager;appearance#custom-theme-editor;appearance#where-themes-apply,accurate,,reference,no,"screenshots exist (appearance-menu.png, theme-manager.png, theme-editor.png)",app:b6d185643e41d11dd76244b1d3e7b50213cbbdbc; src/theme/; src/theme/editorCoverage.test.ts; e2e/themeManager.smoke.spec.ts; i18n:themeEditor.fixBlockedTitle,/guide/reference/themes/,i18n/theme,W1
ref.languages,reference,"Interface languages, language manager, language pack editor",Language menu,language#switching-language;language#language-manager;language#language-editor,accurate,,reference,no,"screenshots exist (language-menu.png, language-manager.png, language-editor.png)",app:b6d185643e41d11dd76244b1d3e7b50213cbbdbc; src/i18n/locales/en/index.ts; src/i18n/registry.test.ts; e2e/languageManager.smoke.spec.ts,/guide/reference/languages/,i18n/theme,W1
ref.warnings,reference,"Warning and error message reference (what each means, what to do)",Operation warnings; export dialog,,missing,"About 190 warning strings, none explained in the guide.",reference,no,none,src/i18n/locales/en/warnings.ts; src/engine/toolpaths/warningCodes.ts,/guide/reference/warnings/,CAM toolpaths,W5
ref.troubleshooting,reference,"Troubleshooting: import failures and units, STEP limits, generation paused or failed, GPU fallback, clamp and tab conflicts, dense meshes",Various,,missing,The initiative requires a troubleshooting section; only scattered tips exist.,release-critical,no,none,i18n:dialogs.importGeometry.error.*; i18n:appShell.generation.*; i18n:warnings.surface3dMeshTooDense,/guide/reference/troubleshooting/,shell/UI,W5
ref.glossary,reference,Glossary aligned with the app and PROJECT.md terminology,n/a,concepts#features,accurate,,reference,no,none,app:b6d185643e41d11dd76244b1d3e7b50213cbbdbc; PROJECT.md (Canonical terminology); src/i18n/GLOSSARY.md,/guide/reference/glossary/,i18n/theme,W1
ref.about,reference,"About dialog (web) and native About (desktop): version, release, links",Status bar → About; desktop menu,index#intro,accurate,,reference,no,none,app:b6d185643e41d11dd76244b1d3e7b50213cbbdbc; src/components/about/AboutDialog.tsx; i18n:viewport.about.*,/guide/start-here/install-and-open/#about,desktop/platform,W1
